"temperature","avg_ws"
"45.69","758122.020000000000"
"45.71","803353.490000000000"
"45.77","542295.370000000000"
"45.80","1460861.240000000000"
"45.83","450756.710000000000"
"45.84","859353.015000000000"
"45.85","693087.705000000000"
"45.86","892070.820000000000"
"45.87","850270.045000000000"
"45.88","1711219.295000000000"
"45.90","1349462.470000000000"
"45.91","1264882.570000000000"
"45.92","459770.850000000000"
"45.95","438516.530000000000"
"45.96","1343773.940000000000"
"45.97","708020.536666666667"
"45.98","1537728.755000000000"
"45.99","1398727.120000000000"
"46.00","1160018.670000000000"
"46.03","731498.345000000000"
"46.04","1528008.640000000000"
"46.06","728036.865000000000"
"46.09","1222511.290000000000"
"46.10","1241609.545000000000"
"46.11","499708.200000000000"
"46.12","694531.720000000000"
"46.14","1428918.995000000000"
"46.15","2052104.935000000000"
"46.20","912983.052500000000"
"46.21","963910.810000000000"
"46.25","715998.215000000000"
"46.28","1227419.524000000000"
"46.32","2298776.830000000000"
"46.33","1176440.766666666667"
"46.35","949402.883333333333"
"46.38","1579183.153333333333"
"46.40","1221972.365000000000"
"46.41","728525.600000000000"
"46.42","1079314.520000000000"
"46.49","1396612.360000000000"
"46.50","1185822.495000000000"
"46.51","772539.120000000000"
"46.52","916569.120000000000"
"46.53","1017587.980000000000"
"46.54","1041609.448000000000"
"46.56","2103455.750000000000"
"46.57","2055931.246666666667"
"46.60","395195.650000000000"
"46.63","1409727.590000000000"
"46.65","1202331.860000000000"
"46.66","2175515.007500000000"
"46.67","2204888.865000000000"
"46.68","500678.440000000000"
"46.70","669500.425000000000"
"46.73","661644.190000000000"
"46.74","1163878.490000000000"
"46.75","1799520.140000000000"
"46.78","1425078.590000000000"
"46.79","1043388.790000000000"
"46.80","1598080.520000000000"
"46.81","907512.170000000000"
"46.84","1022047.643333333333"
"46.85","640043.970000000000"
"46.87","1319996.640000000000"
"46.90","1621754.720000000000"
"46.94","877055.320000000000"
"46.95","958619.800000000000"
"46.97","1198128.365000000000"
"46.98","2103322.680000000000"
"46.99","560104.160000000000"
"47.07","421642.190000000000"
"47.09","2027056.390000000000"
"47.10","969462.593333333333"
"47.11","1062548.730000000000"
"47.12","1627574.695000000000"
"47.13","606667.510000000000"
"47.17","1429003.156666666667"
"47.19","756201.950000000000"
"47.20","1321722.836666666667"
"47.21","1335647.100000000000"
"47.22","1219979.290000000000"
"47.26","839911.000000000000"
"47.27","1573678.035000000000"
"47.28","1021931.110000000000"
"47.30","1750434.550000000000"
"47.31","676293.625000000000"
"47.32","1951848.430000000000"
"47.34","462090.385000000000"
"47.35","910410.290000000000"
"47.41","1127534.940000000000"
"47.42","570611.230000000000"
"47.43","1247130.220000000000"
"47.49","585028.260000000000"
"47.51","971082.770000000000"
"47.54","519585.670000000000"
"47.55","1318910.662000000000"
"47.59","670993.010000000000"
"47.60","1537139.560000000000"
"47.64","1516568.195000000000"
"47.65","1445079.735000000000"
"47.66","1299756.296666666667"
"47.69","1002011.305000000000"
"47.70","270373.050000000000"
"47.74","1686433.235000000000"
"47.75","1094726.190000000000"
"47.76","981182.070000000000"
"47.78","1350441.680000000000"
"47.80","791670.455000000000"
"47.83","1100684.400000000000"
"47.87","1006348.906666666667"
"47.88","1765071.763333333333"
"47.89","1363155.770000000000"
"47.92","684348.920000000000"
"47.93","682936.145000000000"
"47.94","1158698.440000000000"
"47.95","815093.760000000000"
"47.96","2637445.660000000000"
"47.99","682918.990000000000"
"48.00","1307142.750000000000"
"48.01","1574684.080000000000"
"48.02","1802477.430000000000"
"48.04","992621.930000000000"
"48.05","2097809.400000000000"
"48.07","816639.656666666667"
"48.08","2789469.450000000000"
"48.09","1077651.065000000000"
"48.10","977842.622500000000"
"48.16","957356.840000000000"
"48.17","1807015.625000000000"
"48.19","872817.620000000000"
"48.20","1126928.975000000000"
"48.21","1411835.570000000000"
"48.22","1502078.930000000000"
"48.25","356427.980000000000"
"48.26","369376.415000000000"
"48.27","898771.905000000000"
"48.28","1131732.940000000000"
"48.29","749486.263333333333"
"48.30","894822.980000000000"
"48.33","1134354.730000000000"
"48.36","2031831.510000000000"
"48.43","793482.816666666667"
"48.45","1017346.920000000000"
"48.46","1254510.720000000000"
"48.48","1460234.310000000000"
"48.50","535769.320000000000"
"48.53","1459601.170000000000"
"48.54","460397.410000000000"
"48.56","684822.996666666667"
"48.57","349239.880000000000"
"48.58","1620603.920000000000"
"48.61","784911.550000000000"
"48.62","747035.495000000000"
"48.63","978811.867500000000"
"48.65","1285783.870000000000"
"48.67","1392093.040000000000"
"48.68","1176085.175000000000"
"48.69","1222739.120000000000"
"48.71","1401774.516000000000"
"48.72","864793.143333333333"
"48.73","1379653.400000000000"
"48.74","946932.826666666667"
"48.76","969621.143333333333"
"48.77","1085649.153333333333"
"48.79","1150343.380000000000"
"48.81","1102975.590000000000"
"48.85","1295817.930000000000"
"48.86","877998.622500000000"
"48.87","1204785.150000000000"
"48.88","763401.505000000000"
"48.89","288855.710000000000"
"48.91","1033505.440000000000"
"48.92","1192551.325000000000"
"48.93","502662.070000000000"
"48.94","1133657.580000000000"
"49.00","1770798.340000000000"
"49.01","1550369.920000000000"
"49.03","1632616.090000000000"
"49.04","1409082.030000000000"
"49.09","570791.110000000000"
"49.11","873747.680000000000"
"49.12","551799.630000000000"
"49.14","1182218.655000000000"
"49.15","1121405.910000000000"
"49.20","1063056.210000000000"
"49.26","691987.742500000000"
"49.27","1548033.780000000000"
"49.30","2169933.820000000000"
"49.31","807235.660000000000"
"49.33","2015781.270000000000"
"49.36","1923475.145000000000"
"49.38","571541.630000000000"
"49.40","1180009.915000000000"
"49.41","468428.300000000000"
"49.43","1106176.830000000000"
"49.44","480512.440000000000"
"49.45","2644633.020000000000"
"49.47","1043631.600000000000"
"49.50","659446.550000000000"
"49.56","1326197.240000000000"
"49.59","960115.560000000000"
"49.60","1214514.945000000000"
"49.61","1065092.170000000000"
"49.63","1378960.520000000000"
"49.65","921264.520000000000"
"49.66","1050027.890000000000"
"49.67","1198868.803333333333"
"49.68","947815.050000000000"
"49.69","1340652.200000000000"
"49.70","685243.200000000000"
"49.73","1637750.845000000000"
"49.76","860336.160000000000"
"49.79","733381.100000000000"
"49.84","1211899.990000000000"
"49.86","1579989.805000000000"
"49.87","630522.670000000000"
"49.89","860710.615000000000"
"49.90","1092616.490000000000"
"49.91","1061035.525000000000"
"49.96","988308.262857142857"
"49.97","2155399.180000000000"
"49.98","1162351.370000000000"
"49.99","448998.730000000000"
"50.01","981354.623333333333"
"50.02","1363971.062500000000"
"50.04","1341143.535000000000"
"50.06","1818867.360000000000"
"50.07","1169674.895000000000"
"50.08","923473.700000000000"
"50.11","884831.753333333333"
"50.13","1727515.165000000000"
"50.14","1400160.950000000000"
"50.15","1117403.206666666667"
"50.19","1509390.190000000000"
"50.21","691234.345000000000"
"50.22","1021980.300000000000"
"50.23","975004.410000000000"
"50.24","936285.652500000000"
"50.25","1243370.740000000000"
"50.26","1135577.620000000000"
"50.27","698073.950000000000"
"50.29","1270025.740000000000"
"50.30","1132433.550000000000"
"50.33","458562.240000000000"
"50.38","2206319.900000000000"
"50.39","868188.716666666667"
"50.43","937506.081818181818"
"50.44","2243946.590000000000"
"50.46","471281.680000000000"
"50.49","1894742.950000000000"
"50.50","1660906.140000000000"
"50.52","1893955.270000000000"
"50.53","1576734.580000000000"
"50.55","1355265.385000000000"
"50.56","1169034.291250000000"
"50.58","1016026.356666666667"
"50.59","1163234.330000000000"
"50.60","532739.770000000000"
"50.62","756090.365000000000"
"50.63","1646655.940000000000"
"50.64","615676.312000000000"
"50.65","1878862.420000000000"
"50.66","964726.370000000000"
"50.72","923644.600000000000"
"50.74","677353.152500000000"
"50.75","896632.943333333333"
"50.76","1405007.440000000000"
"50.78","926294.020000000000"
"50.79","768079.283333333333"
"50.81","1295151.045714285714"
"50.82","1033431.290000000000"
"50.87","480567.630000000000"
"50.93","1393140.056666666667"
"50.95","952264.910000000000"
"50.96","739348.265000000000"
"50.97","890501.510000000000"
"50.98","919595.440000000000"
"50.99","746263.105000000000"
"51.00","1593768.716666666667"
"51.04","809053.568000000000"
"51.07","1262905.085000000000"
"51.08","1268266.720000000000"
"51.12","1060446.160000000000"
"51.13","467642.030000000000"
"51.14","628765.040000000000"
"51.17","1375728.720000000000"
"51.18","871403.070000000000"
"51.24","579068.880000000000"
"51.26","1105619.170000000000"
"51.29","1273218.195000000000"
"51.30","953798.470000000000"
"51.31","845637.115000000000"
"51.32","1369317.630000000000"
"51.33","499729.555000000000"
"51.34","1056641.370000000000"
"51.40","469607.730000000000"
"51.41","1483784.180000000000"
"51.42","991123.425000000000"
"51.43","674562.450000000000"
"51.45","1404429.920000000000"
"51.48","1259877.190000000000"
"51.49","869202.380000000000"
"51.50","2060389.270000000000"
"51.51","1267337.390000000000"
"51.52","2074721.740000000000"
"51.56","859776.615000000000"
"51.60","1114237.500000000000"
"51.61","655060.420000000000"
"51.62","1073862.590000000000"
"51.63","1881176.670000000000"
"51.64","1416301.170000000000"
"51.65","473292.470000000000"
"51.66","786196.860000000000"
"51.67","603318.890000000000"
"51.70","1360265.730000000000"
"51.71","846385.050000000000"
"51.72","1027861.685000000000"
"51.74","1111345.425000000000"
"51.77","530842.250000000000"
"51.78","1419270.345000000000"
"51.80","910503.265000000000"
"51.81","1259596.950000000000"
"51.83","902658.210000000000"
"51.86","1241957.000000000000"
"51.92","629176.710000000000"
"51.93","764987.600000000000"
"51.96","1048706.750000000000"
"52.02","1233081.296000000000"
"52.05","891033.980000000000"
"52.06","1103168.756666666667"
"52.08","479430.000000000000"
"52.10","879759.925000000000"
"52.12","1201838.456666666667"
"52.14","1306551.710000000000"
"52.16","715311.600000000000"
"52.19","591603.790000000000"
"52.20","498159.390000000000"
"52.21","820814.573333333333"
"52.22","1219519.315000000000"
"52.23","1574287.760000000000"
"52.24","1537533.920000000000"
"52.25","977790.830000000000"
"52.27","1022438.307142857143"
"52.30","1389626.120000000000"
"52.33","1440874.248000000000"
"52.34","1457807.640000000000"
"52.36","1245576.650000000000"
"52.39","475591.080000000000"
"52.40","935356.240000000000"
"52.42","1267080.500000000000"
"52.43","972292.310000000000"
"52.45","1230012.160000000000"
"52.47","570959.635000000000"
"52.50","1041662.808000000000"
"52.52","448031.915000000000"
"52.55","978082.840000000000"
"52.56","2313861.810000000000"
"52.59","1255414.840000000000"
"52.65","1999794.260000000000"
"52.68","904165.290000000000"
"52.70","1180125.700000000000"
"52.72","619225.650000000000"
"52.74","1224475.120000000000"
"52.75","1511041.690000000000"
"52.76","1122271.955000000000"
"52.77","1201397.266666666667"
"52.79","1336404.650000000000"
"52.80","1355234.300000000000"
"52.81","952609.170000000000"
"52.82","910542.453333333333"
"52.83","1300806.740000000000"
"52.86","1359770.730000000000"
"52.88","409821.175000000000"
"52.89","885747.086666666667"
"52.90","1098068.795000000000"
"52.91","219804.850000000000"
"52.96","1096692.880000000000"
"52.99","1518841.450000000000"
"53.03","1107425.420000000000"
"53.04","1325641.787500000000"
"53.05","601004.790000000000"
"53.10","1363227.730000000000"
"53.11","1030716.083333333333"
"53.13","948311.413333333333"
"53.14","1632894.580000000000"
"53.15","1194577.152000000000"
"53.18","597452.390000000000"
"53.20","1027457.916000000000"
"53.25","1305124.800000000000"
"53.27","2034695.560000000000"
"53.30","781464.475000000000"
"53.33","1564516.430000000000"
"53.35","732472.140000000000"
"53.39","256235.190000000000"
"53.40","592355.240000000000"
"53.41","1321029.825000000000"
"53.44","1321102.350000000000"
"53.47","1443962.005000000000"
"53.49","1082763.270000000000"
"53.53","708978.915000000000"
"53.55","1444908.890000000000"
"53.56","1553191.630000000000"
"53.57","624903.845000000000"
"53.59","1166571.365000000000"
"53.62","1001286.670000000000"
"53.63","907522.074000000000"
"53.66","541120.200000000000"
"53.67","604482.865000000000"
"53.68","993502.046666666667"
"53.69","1614824.260000000000"
"53.71","1319035.060000000000"
"53.73","2064991.710000000000"
"53.74","1450497.050000000000"
"53.76","496358.290000000000"
"53.77","1019231.203333333333"
"53.79","876902.870000000000"
"53.82","1473371.675000000000"
"53.87","1405914.390000000000"
"53.90","936751.680000000000"
"53.91","1316306.343333333333"
"53.94","826626.500000000000"
"53.95","1315610.660000000000"
"53.96","1426622.650000000000"
"54.03","574955.950000000000"
"54.07","1095504.260000000000"
"54.08","531080.310000000000"
"54.09","798847.573333333333"
"54.11","773839.236666666667"
"54.12","1159057.830000000000"
"54.13","938914.280000000000"
"54.16","1818452.720000000000"
"54.17","1065427.370000000000"
"54.18","758888.420000000000"
"54.20","1044035.230000000000"
"54.23","938388.825000000000"
"54.24","442734.550000000000"
"54.26","1402426.306666666667"
"54.28","1452005.285000000000"
"54.29","1328206.350000000000"
"54.31","919839.190000000000"
"54.32","814753.500000000000"
"54.34","1368216.380000000000"
"54.36","1134021.560000000000"
"54.37","642748.210000000000"
"54.38","433694.010000000000"
"54.40","878113.828000000000"
"54.41","1161023.895000000000"
"54.42","735275.335000000000"
"54.43","864436.665000000000"
"54.44","717454.926666666667"
"54.46","597855.070000000000"
"54.47","969610.180000000000"
"54.49","431391.680000000000"
"54.50","981646.460000000000"
"54.51","1127531.435000000000"
"54.52","1088683.130000000000"
"54.53","623097.930000000000"
"54.54","1082255.053333333333"
"54.56","814367.165000000000"
"54.57","881190.460000000000"
"54.58","1472515.790000000000"
"54.61","279447.220000000000"
"54.62","1576431.753333333333"
"54.63","1333916.023333333333"
"54.65","653632.540000000000"
"54.66","1216213.150000000000"
"54.68","803050.050000000000"
"54.69","869194.213333333333"
"54.72","993134.260000000000"
"54.73","1107432.710000000000"
"54.75","1218418.355000000000"
"54.76","633520.340000000000"
"54.81","965610.775000000000"
"54.82","1200396.876666666667"
"54.83","1037263.662500000000"
"54.89","859646.886666666667"
"54.90","1202963.060000000000"
"54.94","877996.270000000000"
"54.95","1470994.255000000000"
"54.96","589467.350000000000"
"54.97","472511.320000000000"
"54.98","1697229.580000000000"
"55.00","2057406.330000000000"
"55.01","466010.250000000000"
"55.03","1049757.545000000000"
"55.04","910240.680000000000"
"55.06","885777.405000000000"
"55.07","2727575.180000000000"
"55.09","598301.500000000000"
"55.10","1168437.785000000000"
"55.12","1254914.870000000000"
"55.13","1175447.490000000000"
"55.16","1307182.290000000000"
"55.19","1424499.600000000000"
"55.20","1255087.260000000000"
"55.21","1555651.636666666667"
"55.23","718706.575000000000"
"55.24","1331514.440000000000"
"55.28","1053658.330000000000"
"55.30","1028056.255000000000"
"55.31","1996916.025000000000"
"55.33","1635038.770000000000"
"55.34","1011816.990000000000"
"55.37","1326255.700000000000"
"55.40","1240258.500000000000"
"55.41","465526.960000000000"
"55.43","1892977.975000000000"
"55.46","575568.163333333333"
"55.47","294882.830000000000"
"55.50","1370659.540000000000"
"55.53","1959707.900000000000"
"55.58","1014218.800000000000"
"55.61","312161.000000000000"
"55.63","844373.310000000000"
"55.66","1225743.710000000000"
"55.69","984881.590000000000"
"55.70","669965.220000000000"
"55.72","674458.030000000000"
"55.73","1446757.625000000000"
"55.74","293098.100000000000"
"55.75","949051.975000000000"
"55.76","585407.155000000000"
"55.78","840169.470000000000"
"55.82","1416121.905000000000"
"55.83","1006607.326000000000"
"55.85","1038576.540000000000"
"55.89","1143819.350000000000"
"55.90","1380522.640000000000"
"55.91","1364302.230000000000"
"55.92","1271031.255000000000"
"55.99","244899.200000000000"
"56.00","668098.490000000000"
"56.01","875374.290000000000"
"56.02","1301859.945000000000"
"56.06","645156.210000000000"
"56.08","1307928.010000000000"
"56.09","1124788.626666666667"
"56.10","850440.260000000000"
"56.11","1404576.480000000000"
"56.12","520962.140000000000"
"56.20","365818.610000000000"
"56.22","688043.960000000000"
"56.23","1851519.690000000000"
"56.26","1168324.812500000000"
"56.28","671006.740000000000"
"56.32","772555.340000000000"
"56.33","236920.490000000000"
"56.36","1282269.047500000000"
"56.38","907110.830000000000"
"56.43","1101216.050000000000"
"56.44","754214.835000000000"
"56.47","1182636.375000000000"
"56.48","1034055.233333333333"
"56.49","1386521.086666666667"
"56.50","284052.770000000000"
"56.51","615761.770000000000"
"56.53","1224829.455000000000"
"56.54","1199342.035000000000"
"56.55","1284836.872500000000"
"56.56","677971.330000000000"
"56.58","859922.190000000000"
"56.60","1283563.430000000000"
"56.61","894686.670000000000"
"56.62","231155.900000000000"
"56.63","921178.390000000000"
"56.65","1464616.590000000000"
"56.66","653382.620000000000"
"56.67","1150893.610000000000"
"56.68","898289.140000000000"
"56.69","607733.050000000000"
"56.71","353652.230000000000"
"56.72","956610.350000000000"
"56.73","468559.945000000000"
"56.74","745115.025000000000"
"56.75","1032194.903333333333"
"56.77","2000626.140000000000"
"56.79","1257778.340000000000"
"56.80","1338627.550000000000"
"56.81","1338299.020000000000"
"56.82","1416241.620000000000"
"56.85","1227925.610000000000"
"56.86","876712.310000000000"
"56.87","1021361.235000000000"
"56.89","1155460.776666666667"
"56.91","1231988.400000000000"
"56.94","1465403.965000000000"
"56.96","1141472.513333333333"
"56.97","1246654.240000000000"
"56.99","1237434.515000000000"
"57.06","1253438.106000000000"
"57.07","630482.910000000000"
"57.10","874060.978000000000"
"57.11","2035327.165000000000"
"57.13","553901.970000000000"
"57.14","1067167.510000000000"
"57.15","656637.630000000000"
"57.16","811681.890000000000"
"57.17","704113.220000000000"
"57.18","443905.695000000000"
"57.19","593941.900000000000"
"57.20","679570.240000000000"
"57.21","1069112.000000000000"
"57.23","977322.520000000000"
"57.24","537518.570000000000"
"57.25","1539387.830000000000"
"57.29","1299949.460000000000"
"57.30","1190755.220000000000"
"57.35","333948.000000000000"
"57.36","1102443.935000000000"
"57.39","953495.480000000000"
"57.44","1060433.100000000000"
"57.45","1496305.780000000000"
"57.46","1177539.710000000000"
"57.48","482007.860000000000"
"57.53","1377716.170000000000"
"57.55","994610.430000000000"
"57.56","1513646.640000000000"
"57.57","554309.240000000000"
"57.58","776310.033333333333"
"57.59","896295.410000000000"
"57.60","647369.835000000000"
"57.61","450075.310000000000"
"57.62","1288133.180000000000"
"57.63","864612.260000000000"
"57.65","1288649.625000000000"
"57.66","1248950.650000000000"
"57.69","666713.770000000000"
"57.71","1033266.020000000000"
"57.72","372545.320000000000"
"57.73","816265.960000000000"
"57.75","795966.313333333333"
"57.77","1196309.930000000000"
"57.78","1291139.095000000000"
"57.79","997156.120000000000"
"57.80","594761.250000000000"
"57.82","1288154.100000000000"
"57.83","2080884.820000000000"
"57.84","813562.385000000000"
"57.85","1939061.410000000000"
"57.86","834373.730000000000"
"57.88","661707.020000000000"
"57.89","1569304.400000000000"
"57.93","830756.760000000000"
"57.94","955317.575000000000"
"57.95","733867.715000000000"
"58.00","593462.340000000000"
"58.02","542087.890000000000"
"58.04","1474235.310000000000"
"58.06","736131.820000000000"
"58.09","1245624.270000000000"
"58.11","936293.600000000000"
"58.18","807467.803333333333"
"58.19","511330.320000000000"
"58.20","1201272.240000000000"
"58.21","1207652.586666666667"
"58.22","1311113.725000000000"
"58.24","1002856.200000000000"
"58.28","742617.955000000000"
"58.29","1187384.530000000000"
"58.31","718789.520000000000"
"58.34","581546.230000000000"
"58.35","1361574.435000000000"
"58.36","1162675.850000000000"
"58.37","592340.010000000000"
"58.38","1263382.595000000000"
"58.39","852876.290000000000"
"58.40","274593.430000000000"
"58.41","1148458.335000000000"
"58.42","1332952.470000000000"
"58.43","793774.140000000000"
"58.46","1003202.660000000000"
"58.47","963516.280000000000"
"58.48","861713.585000000000"
"58.49","1311950.160000000000"
"58.50","454139.575000000000"
"58.51","1015853.030000000000"
"58.53","871264.250000000000"
"58.54","1113882.295000000000"
"58.56","731620.170000000000"
"58.58","1991824.050000000000"
"58.59","975479.830000000000"
"58.61","1323712.965000000000"
"58.62","1301590.130000000000"
"58.63","1292346.570000000000"
"58.65","2008350.580000000000"
"58.66","1116140.290000000000"
"58.68","1386789.310000000000"
"58.69","517869.970000000000"
"58.70","1355391.790000000000"
"58.71","843002.116666666667"
"58.74","1414771.025000000000"
"58.75","271961.040000000000"
"58.76","1185926.440000000000"
"58.79","1251673.490000000000"
"58.80","542414.270000000000"
"58.81","964160.186666666667"
"58.82","1266367.875000000000"
"58.83","943371.983333333333"
"58.84","600050.980000000000"
"58.85","1232319.525000000000"
"58.86","1877383.805000000000"
"58.88","325310.300000000000"
"58.90","651092.253333333333"
"58.92","753469.610000000000"
"58.93","953693.230000000000"
"58.95","646915.470000000000"
"58.97","902153.757142857143"
"58.99","1284092.670000000000"
"59.00","545570.860000000000"
"59.01","1233261.630000000000"
"59.07","2091592.540000000000"
"59.08","701849.655000000000"
"59.09","616598.100000000000"
"59.10","1013386.942500000000"
"59.11","1260427.770000000000"
"59.12","603707.000000000000"
"59.15","977769.490000000000"
"59.16","971422.670000000000"
"59.17","1300603.435000000000"
"59.18","923344.540000000000"
"59.21","739866.160000000000"
"59.25","920315.615000000000"
"59.27","609099.370000000000"
"59.29","938861.770000000000"
"59.30","823508.534000000000"
"59.31","459443.220000000000"
"59.33","1329723.297500000000"
"59.35","611390.670000000000"
"59.38","901709.820000000000"
"59.39","885310.895000000000"
"59.41","242526.700000000000"
"59.42","983457.090000000000"
"59.45","1342641.540000000000"
"59.46","244856.440000000000"
"59.51","733579.870000000000"
"59.52","884111.203333333333"
"59.53","256091.320000000000"
"59.54","1244381.980000000000"
"59.56","444436.365000000000"
"59.57","809427.100000000000"
"59.58","1636263.410000000000"
"59.59","582353.170000000000"
"59.60","1390345.495000000000"
"59.61","1533298.515000000000"
"59.62","1250459.920000000000"
"59.64","1071040.220000000000"
"59.66","642450.400000000000"
"59.67","1004479.735000000000"
"59.68","1092204.790000000000"
"59.69","1166528.475000000000"
"59.74","1030376.290000000000"
"59.77","1021856.520000000000"
"59.80","870613.380000000000"
"59.81","1745788.400000000000"
"59.84","1014148.237500000000"
"59.85","1143777.974000000000"
"59.86","1408016.100000000000"
"59.87","946945.446666666667"
"59.89","1070119.090000000000"
"59.90","1505442.150000000000"
"59.91","1276951.925000000000"
"59.93","1406313.130000000000"
"59.94","583813.602500000000"
"59.97","905984.490000000000"
"59.98","595421.230000000000"
"59.99","740999.855000000000"
"60.04","2031650.550000000000"
"60.05","1127117.066666666667"
"60.06","854247.563333333333"
"60.07","1139636.180000000000"
"60.09","547801.690000000000"
"60.10","684783.150000000000"
"60.11","1497684.810000000000"
"60.12","418925.470000000000"
"60.13","844081.126666666667"
"60.14","2033320.660000000000"
"60.18","841285.720000000000"
"60.19","1390122.110000000000"
"60.21","1333315.030000000000"
"60.22","1251053.560000000000"
"60.23","971386.650000000000"
"60.24","1002879.465000000000"
"60.26","784939.600000000000"
"60.27","1101621.360000000000"
"60.28","620885.930000000000"
"60.29","1507708.930000000000"
"60.31","1273295.460000000000"
"60.32","1550385.650000000000"
"60.34","533161.640000000000"
"60.35","872877.100000000000"
"60.38","1563985.433333333333"
"60.42","664699.020000000000"
"60.43","249246.800000000000"
"60.44","1068278.010000000000"
"60.45","1502617.990000000000"
"60.46","586467.160000000000"
"60.48","1197761.170000000000"
"60.49","1054454.400000000000"
"60.51","1328318.563333333333"
"60.52","1253329.170000000000"
"60.58","1021766.750000000000"
"60.61","1232376.490000000000"
"60.62","1218873.340000000000"
"60.65","1320301.610000000000"
"60.66","359206.210000000000"
"60.67","542016.180000000000"
"60.68","1763948.505000000000"
"60.69","1396150.150000000000"
"60.70","639160.240000000000"
"60.71","602753.063333333333"
"60.72","253050.100000000000"
"60.74","933924.440000000000"
"60.77","2246411.890000000000"
"60.80","1833511.080000000000"
"60.82","246970.970000000000"
"60.88","1084156.525000000000"
"60.90","657241.630000000000"
"60.91","248051.530000000000"
"60.92","267058.080000000000"
"60.93","1176079.590000000000"
"60.94","1392259.056666666667"
"60.95","839947.926666666667"
"60.96","1749552.720000000000"
"60.97","1436925.215000000000"
"60.98","1069710.970000000000"
"60.99","1479971.120000000000"
"61.01","778672.640000000000"
"61.02","1273376.410000000000"
"61.04","992444.785000000000"
"61.05","1196021.880000000000"
"61.06","1470520.830000000000"
"61.08","1933719.210000000000"
"61.09","842734.270000000000"
"61.10","1262790.923333333333"
"61.11","1246105.120000000000"
"61.12","238875.260000000000"
"61.13","1458287.380000000000"
"61.14","655811.950000000000"
"61.24","1274149.984000000000"
"61.25","1214457.735000000000"
"61.26","488683.570000000000"
"61.27","855560.013333333333"
"61.29","404753.300000000000"
"61.30","1084976.346666666667"
"61.31","575570.770000000000"
"61.32","1300375.760000000000"
"61.33","800861.216666666667"
"61.35","873337.840000000000"
"61.36","712647.970000000000"
"61.37","1279041.640000000000"
"61.39","1153293.700000000000"
"61.40","868191.050000000000"
"61.41","976436.020000000000"
"61.44","982267.455000000000"
"61.46","1233394.580000000000"
"61.47","945018.830000000000"
"61.48","1444430.275000000000"
"61.50","934531.850000000000"
"61.51","1364207.000000000000"
"61.53","829583.373333333333"
"61.58","842198.140000000000"
"61.59","520846.680000000000"
"61.62","1293707.190000000000"
"61.64","1440724.145000000000"
"61.65","769802.075000000000"
"61.70","525809.210000000000"
"61.71","1017281.555000000000"
"61.74","863188.260000000000"
"61.76","1126962.440000000000"
"61.77","1274679.753333333333"
"61.79","997854.170000000000"
"61.81","1085483.440000000000"
"61.83","680954.810000000000"
"61.86","1318905.530000000000"
"61.87","848814.486666666667"
"61.88","1244391.830000000000"
"61.90","829793.914000000000"
"61.92","949625.520000000000"
"61.93","507900.070000000000"
"61.94","1161900.180000000000"
"61.95","224639.760000000000"
"61.96","477224.775000000000"
"61.97","471675.745000000000"
"61.99","1255633.290000000000"
"62.01","1675292.320000000000"
"62.03","1059847.345000000000"
"62.05","628720.460000000000"
"62.06","1379579.630000000000"
"62.07","825903.020000000000"
"62.08","1022704.200000000000"
"62.09","765260.080000000000"
"62.10","545052.340000000000"
"62.11","1348372.793333333333"
"62.15","1888119.700000000000"
"62.16","296850.830000000000"
"62.17","733076.870000000000"
"62.18","1046816.590000000000"
"62.19","603634.575000000000"
"62.20","416298.695000000000"
"62.21","707788.683333333333"
"62.25","1499380.235000000000"
"62.26","2036748.530000000000"
"62.27","1594968.280000000000"
"62.28","1343565.735000000000"
"62.29","855014.770000000000"
"62.30","1289151.840000000000"
"62.31","1047444.590000000000"
"62.32","1902557.660000000000"
"62.34","1960587.760000000000"
"62.35","1065796.875000000000"
"62.36","672498.773333333333"
"62.37","424191.160000000000"
"62.39","995895.187500000000"
"62.40","1111170.910000000000"
"62.41","836915.920000000000"
"62.49","691019.430000000000"
"62.52","605960.200000000000"
"62.53","962338.313333333333"
"62.54","1788163.725000000000"
"62.57","922328.020000000000"
"62.59","843988.645000000000"
"62.61","1756668.450000000000"
"62.62","1370573.168571428571"
"62.63","651900.360000000000"
"62.64","893995.440000000000"
"62.66","882917.120000000000"
"62.67","1109216.350000000000"
"62.68","962103.160000000000"
"62.70","672831.780000000000"
"62.71","638957.350000000000"
"62.72","472771.895000000000"
"62.73","407780.760000000000"
"62.74","2163510.890000000000"
"62.75","967310.820000000000"
"62.76","1471225.795000000000"
"62.78","2249811.550000000000"
"62.79","386635.030000000000"
"62.80","1748010.290000000000"
"62.84","1157557.790000000000"
"62.86","1129509.785000000000"
"62.87","686345.690000000000"
"62.90","1219005.425000000000"
"62.93","1125329.770000000000"
"62.94","646762.710000000000"
"62.96","1015504.156666666667"
"62.97","1881788.190000000000"
"62.98","2658725.290000000000"
"62.99","1187009.020000000000"
"63.03","1075724.255000000000"
"63.04","1056282.910000000000"
"63.05","966232.690000000000"
"63.07","1426399.590000000000"
"63.08","384200.690000000000"
"63.10","1298809.800000000000"
"63.11","1214665.595000000000"
"63.13","1326174.090000000000"
"63.16","884450.655000000000"
"63.18","331406.000000000000"
"63.19","1218157.682500000000"
"63.20","1388553.110000000000"
"63.21","1272842.850000000000"
"63.23","1045859.390000000000"
